event_id,course_id,course_name,requires_practicum_room,slots_needed,teacher_id,teacher_priority
EVT_0000,CSD60706,Administrasi Basis Data,False,2,75,1
EVT_0001,CSD60706,Administrasi Basis Data,False,2,91,1
EVT_0002,CSD60706,Administrasi Basis Data,False,2,102,1
EVT_0003,CSD60706,Administrasi Basis Data,False,2,TBA_47,1
EVT_0004,CIT62015,Administrasi Sistem,False,2,65,2
EVT_0005,CIT62015,Administrasi Sistem,False,2,75,1
EVT_0006,CIT62015,Administrasi Sistem,False,2,104,1
EVT_0007,CIT62015,Administrasi Sistem - Praktikum,True,2,Asprak_1,2
EVT_0008,CIT62015,Administrasi Sistem - Praktikum,True,2,Asprak_2,1
EVT_0009,CIT62015,Administrasi Sistem - Praktikum,True,2,Asprak_3,1
EVT_0010,CIT62011,Aljabar Linear dan Matriks,False,2,16,1
EVT_0011,CIT62011,Aljabar Linear dan Matriks,False,2,54,1
EVT_0012,CIT62011,Aljabar Linear dan Matriks,False,2,63,1
EVT_0013,CIT62011,Aljabar Linear dan Matriks,False,2,77,1
EVT_0014,CIT62011,Aljabar Linear dan Matriks,False,2,92,1
EVT_0015,CIT62011,Aljabar Linear dan Matriks,False,2,93,1
EVT_0016,CIT62011,Aljabar Linear dan Matriks,False,2,100,1
EVT_0017,CIT62011,Aljabar Linear dan Matriks,False,2,103,2
EVT_0018,CIT62011,Aljabar Linear dan Matriks,False,2,107,1
EVT_0019,CSD60716,Analisis Data Penelitian Kualitatif,False,2,12,2
EVT_0020,CSD60716,Analisis Data Penelitian Kualitatif,False,2,37,1
EVT_0021,CSD60716,Analisis Data Penelitian Kualitatif,False,2,87,1
EVT_0022,CSD60716,Analisis Data Penelitian Kualitatif,False,2,100,1
EVT_0023,CSD60716,Analisis Data Penelitian Kualitatif,False,2,100,1
EVT_0024,CSD60716,Analisis Data Penelitian Kualitatif,False,2,100,1
EVT_0025,CSD60716,Analisis Data Penelitian Kualitatif,False,2,TBA_1,1
EVT_0026,CSD60716,Analisis Data Penelitian Kualitatif,False,2,TBA_1,1
EVT_0027,CSD60716,Analisis Data Penelitian Kualitatif,False,2,TBA_2,1
EVT_0028,CSD60716,Analisis Data Penelitian Kualitatif,False,2,TBA_2,1
EVT_0029,CSD60716,Analisis Data Penelitian Kualitatif,False,2,TBA_35,1
EVT_0030,CSD60716,Analisis Data Penelitian Kualitatif,False,2,TBA_36,1
EVT_0031,CSD60715,Analisis Data Penelitian Kuantitatif,False,2,11,1
EVT_0032,CSD60715,Analisis Data Penelitian Kuantitatif,False,2,11,2
EVT_0033,CSD60715,Analisis Data Penelitian Kuantitatif,False,2,12,2
EVT_0034,CSD60715,Analisis Data Penelitian Kuantitatif,False,2,16,1
EVT_0035,CSD60715,Analisis Data Penelitian Kuantitatif,False,2,16,1
EVT_0036,CSD60715,Analisis Data Penelitian Kuantitatif,False,2,37,1
EVT_0037,CSD60715,Analisis Data Penelitian Kuantitatif,False,2,40,1
EVT_0038,CSD60715,Analisis Data Penelitian Kuantitatif,False,2,63,1
EVT_0039,CSD60715,Analisis Data Penelitian Kuantitatif,False,2,87,1
EVT_0040,CSD60715,Analisis Data Penelitian Kuantitatif,False,2,100,1
EVT_0041,CSD60715,Analisis Data Penelitian Kuantitatif,False,2,100,1
EVT_0042,CSD60715,Analisis Data Penelitian Kuantitatif,False,2,108,1
EVT_0043,CSD60715,Analisis Data Penelitian Kuantitatif,False,2,TBA_3,1
EVT_0044,CSD60715,Analisis Data Penelitian Kuantitatif,False,2,TBA_37,1
EVT_0045,CSD60715,Analisis Data Penelitian Kuantitatif,False,2,TBA_4,1
EVT_0046,CIE61208,Basis Data,False,2,4,1
EVT_0047,CIE61208,Basis Data - Praktikum,True,2,Asprak_4,1
EVT_0048,CSD60707,Big Data dan Analitik,False,2,16,1
EVT_0049,CSD60707,Big Data dan Analitik,False,2,20,1
EVT_0050,CSD60707,Big Data dan Analitik,False,2,20,1
EVT_0051,CSD60707,Big Data dan Analitik,False,2,48,1
EVT_0052,CSD60707,Big Data dan Analitik,False,2,52,1
EVT_0053,CSD60707,Big Data dan Analitik,False,2,52,1
EVT_0054,CSD60707,Big Data dan Analitik,False,2,72,1
EVT_0055,CSD60707,Big Data dan Analitik,False,2,80,1
EVT_0056,CSD60707,Big Data dan Analitik,False,2,80,1
EVT_0057,CSD60707,Big Data dan Analitik,False,2,89,2
EVT_0058,CSD60707,Big Data dan Analitik,False,2,89,2
EVT_0059,CSD60707,Big Data dan Analitik,False,2,93,1
EVT_0060,CSD60707,Big Data dan Analitik,False,2,102,1
EVT_0061,CSD60707,Big Data dan Analitik,False,2,102,1
EVT_0062,CSD60707,Big Data dan Analitik,False,2,TBA_48,1
EVT_0063,COM60061,Capstone Project,False,2,4,1
EVT_0064,COM60061,Capstone Project,False,2,22,1
EVT_0065,COM60061,Capstone Project,False,2,40,1
EVT_0066,COM60061,Capstone Project,False,2,47,1
EVT_0067,COM60061,Capstone Project,False,2,76,1
EVT_0068,COM60061,Capstone Project,False,2,87,1
EVT_0069,COM60061,Capstone Project,False,2,108,1
EVT_0070,CIT62001,Dasar Desain Antarmuka Pengguna,False,2,4,1
EVT_0071,CIT62001,Dasar Desain Antarmuka Pengguna,False,2,16,1
EVT_0072,CIT62001,Dasar Desain Antarmuka Pengguna,False,2,22,1
EVT_0073,CIT62001,Dasar Desain Antarmuka Pengguna,False,2,45,1
EVT_0074,CIT62001,Dasar Desain Antarmuka Pengguna,False,2,47,1
EVT_0075,CIT62001,Dasar Desain Antarmuka Pengguna,False,2,62,1
EVT_0076,CIT61021,Data Warehouse,False,2,16,1
EVT_0077,CIT61021,Data Warehouse,False,2,73,1
EVT_0078,CIT61021,Data Warehouse,False,2,102,1
EVT_0079,CIT61021,Data Warehouse,False,2,TBA_49,1
EVT_0080,CIS62102,Desain Antar Muka Pengguna,False,2,4,1
EVT_0081,CIS62102,Desain Antar Muka Pengguna,False,2,12,1
EVT_0082,CIS62102,Desain Antar Muka Pengguna,False,2,16,1
EVT_0083,CIS62102,Desain Antar Muka Pengguna,False,2,22,1
EVT_0084,CIS62102,Desain Antar Muka Pengguna,False,2,37,1
EVT_0085,CIS62102,Desain Antar Muka Pengguna,False,2,45,1
EVT_0086,CIS62102,Desain Antar Muka Pengguna,False,2,47,1
EVT_0087,CIS62102,Desain Antar Muka Pengguna,False,2,62,1
EVT_0088,CIS62102,Desain Antar Muka Pengguna,False,2,70,2
EVT_0089,CIS62102,Desain Antar Muka Pengguna,False,2,87,1
EVT_0090,CSD60704,Desain Basis Data,False,2,1,1
EVT_0091,CSD60704,Desain Basis Data,False,2,16,1
EVT_0092,CSD60704,Desain Basis Data,False,2,20,1
EVT_0093,CSD60704,Desain Basis Data,False,2,22,1
EVT_0094,CSD60704,Desain Basis Data,False,2,29,1
EVT_0095,CSD60704,Desain Basis Data,False,2,73,1
EVT_0096,CSD60704,Desain Basis Data,False,2,75,1
EVT_0097,CSD60704,Desain Basis Data,False,2,91,1
EVT_0098,CSD60704,Desain Basis Data,False,2,98,1
EVT_0099,CSD60704,Desain Basis Data,False,2,102,1
EVT_0100,CSD60704,Desain Basis Data,False,2,108,1
EVT_0101,CSD60704,Desain Basis Data,False,2,TBA_50,1
EVT_0102,CIS62108,Enterprise Architecture I,False,2,6,1
EVT_0103,CIS62108,Enterprise Architecture I,False,2,13,1
EVT_0104,CIS62108,Enterprise Architecture I,False,2,55,1
EVT_0105,CIS62108,Enterprise Architecture I,False,2,62,1
EVT_0106,CIS62108,Enterprise Architecture I,False,2,76,1
EVT_0107,CIS62108,Enterprise Architecture I,False,2,87,1
EVT_0108,CIS62108,Enterprise Architecture I,False,2,TBA_38,2
EVT_0109,COM60052,Etika Profesi,False,2,4,1
EVT_0110,COM60052,Etika Profesi,False,2,22,1
EVT_0111,COM60052,Etika Profesi,False,2,48,1
EVT_0112,COM60052,Etika Profesi,False,2,59,2
EVT_0113,COM60052,Etika Profesi,False,2,77,1
EVT_0114,COM60052,Etika Profesi,False,2,94,1
EVT_0115,COM60052,Etika Profesi,False,2,TBA_6,1
EVT_0116,CIS62126,Evaluasi Pengalaman dan Antarmuka Pengguna,False,2,4,1
EVT_0117,CIS62126,Evaluasi Pengalaman dan Antarmuka Pengguna,False,2,12,1
EVT_0118,CIS62126,Evaluasi Pengalaman dan Antarmuka Pengguna,False,2,16,1
EVT_0119,CIS62126,Evaluasi Pengalaman dan Antarmuka Pengguna,False,2,45,1
EVT_0120,CIS62126,Evaluasi Pengalaman dan Antarmuka Pengguna,False,2,47,1
EVT_0121,CIS62126,Evaluasi Pengalaman dan Antarmuka Pengguna,False,2,55,1
EVT_0122,CIS62126,Evaluasi Pengalaman dan Antarmuka Pengguna,False,2,60,1
EVT_0123,CIS62126,Evaluasi Pengalaman dan Antarmuka Pengguna,False,2,62,1
EVT_0124,CIS62126,Evaluasi Pengalaman dan Antarmuka Pengguna,False,2,83,1
EVT_0125,CIS62126,Evaluasi Pengalaman dan Antarmuka Pengguna,False,2,87,1
EVT_0126,CIS62125,GeoInformasi Lanjut,False,2,11,1
EVT_0127,CIS62125,GeoInformasi Lanjut,False,2,87,1
EVT_0128,CIS62125,GeoInformasi Lanjut - Praktikum,True,2,Asprak_5,1
EVT_0129,CIS62125,GeoInformasi Lanjut - Praktikum,True,2,Asprak_6,1
EVT_0130,CIS60107,Gudang Data,False,2,16,2
EVT_0131,CIS60107,Gudang Data,False,2,72,1
EVT_0132,CIS60107,Gudang Data,False,2,73,1
EVT_0133,CIS60107,Gudang Data,False,2,102,1
EVT_0134,CIT62022,Implementasi dan Pengujian Sistem Informasi,False,2,1,1
EVT_0135,CIT62022,Implementasi dan Pengujian Sistem Informasi,False,2,4,1
EVT_0136,CIT62022,Implementasi dan Pengujian Sistem Informasi,False,2,6,1
EVT_0137,CIT62022,Implementasi dan Pengujian Sistem Informasi,False,2,16,1
EVT_0138,CIT62022,Implementasi dan Pengujian Sistem Informasi,False,2,31,1
EVT_0139,CIT62022,Implementasi dan Pengujian Sistem Informasi,False,2,40,1
EVT_0140,CIT62022,Implementasi dan Pengujian Sistem Informasi,False,2,67,1
EVT_0141,CIT62022,Implementasi dan Pengujian Sistem Informasi,False,2,94,1
EVT_0142,CIT62022,Implementasi dan Pengujian Sistem Informasi,False,2,TBA_51,1
EVT_0143,CIT60048,Information Retrieval,False,2,1,1
EVT_0144,CIT60048,Information Retrieval,False,2,47,2
EVT_0145,CIT60048,Information Retrieval,False,2,52,1
EVT_0146,CIT60048,Information Retrieval,False,2,80,1
EVT_0147,CIT60048,Information Retrieval,False,2,89,2
EVT_0148,CIT60048,Information Retrieval,False,2,93,1
EVT_0149,CIT60048,Information Retrieval,False,2,97,2
EVT_0150,CIT60048,Information Retrieval,False,2,107,1
EVT_0151,CIE62401,Inovasi Digital Kompetitif,False,2,4,1
EVT_0152,CIE62401,Inovasi Digital Kompetitif,False,2,6,2
EVT_0153,CIE62401,Inovasi Digital Kompetitif,False,2,45,2
EVT_0154,CIE62401,Inovasi Digital Kompetitif,False,2,47,1
EVT_0155,CSD60714,Jaminan Kualitas Perangkat Lunak,False,2,1,1
EVT_0156,CSD60714,Jaminan Kualitas Perangkat Lunak,False,2,1,1
EVT_0157,CSD60714,Jaminan Kualitas Perangkat Lunak,False,2,4,1
EVT_0158,CSD60714,Jaminan Kualitas Perangkat Lunak,False,2,4,1
EVT_0159,CSD60714,Jaminan Kualitas Perangkat Lunak,False,2,6,1
EVT_0160,CSD60714,Jaminan Kualitas Perangkat Lunak,False,2,40,2
EVT_0161,CSD60714,Jaminan Kualitas Perangkat Lunak,False,2,40,1
EVT_0162,CSD60714,Jaminan Kualitas Perangkat Lunak,False,2,60,1
EVT_0163,CSD60714,Jaminan Kualitas Perangkat Lunak,False,2,67,1
EVT_0164,CSD60714,Jaminan Kualitas Perangkat Lunak,False,2,67,1
EVT_0165,CIS62103,Jaringan dan Komputasi Awan,False,2,16,1
EVT_0166,CIS62103,Jaringan dan Komputasi Awan,False,2,17,1
EVT_0167,CIS62103,Jaringan dan Komputasi Awan,False,2,20,1
EVT_0168,CIS62103,Jaringan dan Komputasi Awan,False,2,21,2
EVT_0169,CIS62103,Jaringan dan Komputasi Awan,False,2,41,1
EVT_0170,CIS62103,Jaringan dan Komputasi Awan,False,2,65,2
EVT_0171,CIS62103,Jaringan dan Komputasi Awan,False,2,75,1
EVT_0172,CIS62103,Jaringan dan Komputasi Awan,False,2,79,2
EVT_0173,CSD60713,Jaringan Terapan,False,2,79,1
EVT_0174,CSD60713,Jaringan Terapan,False,2,90,1
EVT_0175,CSD60713,Jaringan Terapan - Praktikum,True,2,Asprak_7,1
EVT_0176,CSD60713,Jaringan Terapan - Praktikum,True,2,Asprak_8,1
EVT_0177,CIT60044,Keamanan Data dan Privasi,False,2,17,1
EVT_0178,CIT60044,Keamanan Data dan Privasi,False,2,35,1
EVT_0179,CIT60044,Keamanan Data dan Privasi,False,2,41,1
EVT_0180,CIT60044,Keamanan Data dan Privasi,False,2,46,1
EVT_0181,CIT60044,Keamanan Data dan Privasi,False,2,63,1
EVT_0182,CIT60044,Keamanan Data dan Privasi,False,2,65,1
EVT_0183,CIT60044,Keamanan Data dan Privasi,False,2,75,1
EVT_0184,CIS61128,Keamanan Jaringan dan Siber,False,2,17,1
EVT_0185,CSD60709,Keamanan Siber,False,2,14,1
EVT_0186,CSD60709,Keamanan Siber,False,2,17,1
EVT_0187,CSD60709,Keamanan Siber,False,2,17,1
EVT_0188,CSD60709,Keamanan Siber,False,2,41,1
EVT_0189,CSD60709,Keamanan Siber,False,2,41,1
EVT_0190,CSD60709,Keamanan Siber,False,2,46,1
EVT_0191,CSD60709,Keamanan Siber,False,2,63,1
EVT_0192,CSD60709,Keamanan Siber,False,2,63,1
EVT_0193,CSD60709,Keamanan Siber,False,2,65,1
EVT_0194,CSD60709,Keamanan Siber,False,2,65,1
EVT_0195,CSD60709,Keamanan Siber,False,2,75,1
EVT_0196,CSD60709,Keamanan Siber,False,2,75,1
EVT_0197,CSD60709,Keamanan Siber,False,2,94,1
EVT_0198,CSD60709,Keamanan Siber,False,2,94,1
EVT_0199,CIE62303,Kecerdasan Artifisial,False,2,16,1
EVT_0200,CIE62303,Kecerdasan Artifisial,False,2,20,1
EVT_0201,CIE62303,Kecerdasan Artifisial,False,2,29,1
EVT_0202,CIE62303,Kecerdasan Artifisial,False,2,30,1
EVT_0203,CIE62303,Kecerdasan Artifisial,False,2,52,1
EVT_0204,CIE62303,Kecerdasan Artifisial,False,2,92,1
EVT_0205,CIE62303,Kecerdasan Artifisial,False,2,94,1
EVT_0206,CIE62303,Kecerdasan Artifisial,False,2,97,1
EVT_0207,CIE62303,Kecerdasan Artifisial,False,2,107,1
EVT_0208,CIS62112,Kecerdasan Bisnis dan Analitik,False,2,72,1
EVT_0209,CIS62112,Kecerdasan Bisnis dan Analitik,False,2,87,1
EVT_0210,CIS62112,Kecerdasan Bisnis dan Analitik,False,2,94,1
EVT_0211,CIS62112,Kecerdasan Bisnis dan Analitik,False,2,102,1
EVT_0212,CIT62023,Kecerdasan Buatan dan Pembelajaran Mesin,False,2,3,2
EVT_0213,COM60004,Kecerdasan Buatan dan Pembelajaran Mesin,False,2,3,2
EVT_0214,CIT62023,Kecerdasan Buatan dan Pembelajaran Mesin,False,2,16,2
EVT_0215,CIT62023,Kecerdasan Buatan dan Pembelajaran Mesin,False,2,20,1
EVT_0216,CIT62023,Kecerdasan Buatan dan Pembelajaran Mesin,False,2,29,1
EVT_0217,CIT62023,Kecerdasan Buatan dan Pembelajaran Mesin,False,2,30,1
EVT_0218,COM60004,Kecerdasan Buatan dan Pembelajaran Mesin,False,2,31,1
EVT_0219,CIT62023,Kecerdasan Buatan dan Pembelajaran Mesin,False,2,37,1
EVT_0220,CIT62023,Kecerdasan Buatan dan Pembelajaran Mesin,False,2,48,1
EVT_0221,CIT62023,Kecerdasan Buatan dan Pembelajaran Mesin,False,2,52,1
EVT_0222,CIT62023,Kecerdasan Buatan dan Pembelajaran Mesin,False,2,63,1
EVT_0223,COM60004,Kecerdasan Buatan dan Pembelajaran Mesin,False,2,75,1
EVT_0224,CIT62023,Kecerdasan Buatan dan Pembelajaran Mesin,False,2,89,2
EVT_0225,CIT62023,Kecerdasan Buatan dan Pembelajaran Mesin,False,2,92,1
EVT_0226,CIT62023,Kecerdasan Buatan dan Pembelajaran Mesin,False,2,93,1
EVT_0227,CIT62023,Kecerdasan Buatan dan Pembelajaran Mesin,False,2,94,1
EVT_0228,CIT62023,Kecerdasan Buatan dan Pembelajaran Mesin,False,2,96,2
EVT_0229,CIT62023,Kecerdasan Buatan dan Pembelajaran Mesin,False,2,97,1
EVT_0230,CIT62023,Kecerdasan Buatan dan Pembelajaran Mesin,False,2,107,1
EVT_0231,UBU60003,Kewirausahaan,False,2,47,2
EVT_0232,UBU60003,Kewirausahaan,False,2,62,2
EVT_0233,UBU60003,Kewirausahaan,False,2,87,1
EVT_0234,CIT60045,Kriptografi,False,2,14,1
EVT_0235,CIT60045,Kriptografi,False,2,75,1
EVT_0236,CIE62107,Lingkungan Pembelajaran Digital,False,2,40,1
EVT_0237,CIE62107,Lingkungan Pembelajaran Digital,False,2,47,1
EVT_0238,CIE62107,Lingkungan Pembelajaran Digital,False,2,103,1
EVT_0239,CIE62107,Lingkungan Pembelajaran Digital,False,2,TBA_8,1
EVT_0240,CIE62107,Lingkungan Pembelajaran Digital - Praktikum,True,2,Asprak_9,1
EVT_0241,CIE62107,Lingkungan Pembelajaran Digital - Praktikum,True,2,Asprak_10,1
EVT_0242,CIE62107,Lingkungan Pembelajaran Digital - Praktikum,True,2,Asprak_11,1
EVT_0243,CIE62107,Lingkungan Pembelajaran Digital - Praktikum,True,2,Asprak_12,1
EVT_0244,CIE61120,Literasi Digital,False,2,11,1
EVT_0245,CIE61120,Literasi Digital,False,2,12,2
EVT_0246,CIE61120,Literasi Digital,False,2,103,2
EVT_0247,CIE61120,Literasi Digital,False,2,TBA_10,1
EVT_0248,CIE61120,Literasi Digital,False,2,TBA_9,1
